-7.38,8.32,7.20,-6.17,-5.88,-8.17,-2.84,0.48,-2.44,-1.64;1
-8.36,-1.20,-9.96,7.27,-6.35,4.31,-2.94,0.48,0.10,-3.90;4
2.16,-7.40,-8.82,9.66,10.84,3.92,-2.56,-9.42,3.04,-1.35;3
-9.09,11.60,8.85,-5.50,-6.15,-6.17,-3.54,2.54,-2.27,-4.22;1
-10.82,10.04,6.59,-5.50,-9.19,-5.98,-4.07,3.79,2.40,-5.40;1
3.24,-7.06,-7.62,12.81,6.02,7.88,-3.42,-9.21,5.25,-0.34;3
2.68,-7.48,-4.89,-3.33,-1.36,4.69,-5.15,1.48,-0.82,-9.76;2
-4.97,7.58,3.66,0.27,-7.63,-6.60,-10.53,5.78,2.32,3.94;0
0.99,-6.35,-5.48,-2.39,0.06,5.95,-3.76,-3.16,3.18,-9.67;2
-9.53,9.71,7.04,-6.78,-6.30,-3.96,-4.55,1.02,-0.72,-4.21;1
-2.55,11.67,7.13,1.29,-7.78,-6.18,-10.34,7.78,3.17,6.00;0
3.68,-8.10,-4.81,-2.17,-1.90,6.02,-5.77,3.00,3.60,-11.04;2
0.58,-6.72,-9.10,-5.03,3.79,6.06,-6.33,-0.61,2.03,-6.08;2
-1.16,10.95,2.96,1.72,-8.36,-7.81,-8.91,8.72,2.94,4.37;0
-2.09,8.83,3.71,1.33,-7.43,-7.34,-7.82,6.07,1.81,3.99;0
2.74,-5.74,-8.13,9.40,8.80,7.76,-3.61,-7.65,3.35,-0.21;3
0.52,-7.67,-3.55,-0.23,0.24,7.69,-8.27,2.76,1.97,-9.92;2
0.72,-7.15,-7.25,9.78,11.16,7.91,-6.01,-7.14,3.26,-1.06;3
0.22,8.58,5.09,1.94,-5.87,-10.31,-9.26,7.13,2.40,5.32;0
-3.41,7.59,3.65,0.90,-3.26,-8.04,-8.62,7.98,2.62,6.89;0
-0.20,9.13,6.93,1.17,-6.55,-4.75,-8.44,9.35,1.13,3.83;0
-8.81,0.62,-5.44,8.32,-1.50,1.42,-2.06,0.82,0.37,-3.07;4
-5.34,0.88,-9.98,7.44,-7.93,5.49,-6.26,2.63,-1.56,-5.55;4
-11.78,8.72,5.27,-7.98,-7.75,-6.40,-5.09,-0.79,-0.85,-1.30;1
-0.60,-7.06,-7.92,11.17,11.71,7.07,-1.24,-11.60,6.79,0.04;3
-3.62,8.70,6.33,0.50,-8.84,-8.16,-7.71,7.78,3.05,3.04;0
2.66,-6.03,-10.03,10.57,9.63,6.59,-5.78,-9.70,2.70,-1.31;3
1.96,-10.47,-3.75,-3.91,-0.01,5.36,-4.72,2.42,2.86,-10.28;2
-11.37,7.20,9.06,-6.27,-5.96,-4.75,-5.30,3.16,0.67,-3.83;1
3.20,-7.56,-5.87,-3.45,-2.13,5.20,-7.44,0.95,-0.90,-10.20;2
0.40,-6.05,-2.81,-2.17,-1.30,7.83,-5.23,2.88,3.28,-7.92;2
4.51,-2.58,-7.67,10.96,9.48,4.39,-2.75,-6.69,6.64,1.26;3
-10.40,10.51,8.64,-6.11,-8.89,-6.02,-4.55,3.80,-2.23,-5.74;1
-3.78,6.83,2.66,1.25,-6.06,-4.42,-9.20,7.82,1.92,0.97;0
1.10,-10.21,-9.86,10.65,10.78,7.92,-4.19,-10.17,2.65,-0.97;3
-10.09,9.31,5.91,-5.54,-6.92,-8.03,-3.89,0.74,-1.62,-2.35;1
-3.13,5.60,2.71,4.88,-4.67,-3.79,-8.94,5.86,1.88,3.29;0
2.87,-5.67,-1.87,-4.44,0.84,2.09,-6.12,2.48,1.13,-10.01;2
0.79,-4.75,-8.71,9.35,10.27,6.35,-4.29,-10.45,3.91,-1.96;3
-4.33,9.63,3.98,2.27,-5.44,-8.72,-9.26,7.15,1.25,5.51;0
2.62,-7.02,-8.32,10.94,9.57,5.86,-4.35,-9.49,3.71,0.52;3
-10.21,8.43,7.01,-4.22,-7.05,-8.02,-4.50,-3.59,-1.11,-2.70;1
2.36,-6.06,-3.09,-3.39,-3.13,4.06,-6.31,1.80,3.25,-6.93;2
-2.81,8.74,2.48,3.39,-5.45,-5.70,-9.78,6.26,0.08,4.29;0
-4.11,11.48,4.94,3.63,-7.98,-7.88,-8.24,9.29,2.76,3.18;0
-7.21,8.67,8.60,-5.37,-5.33,-8.12,-2.07,-0.79,-0.42,-5.38;1
-9.80,7.74,6.79,-4.33,-6.85,-6.02,-3.30,-1.83,1.56,-4.13;1
1.17,-6.82,-1.77,-3.42,1.41,5.65,-5.10,-0.28,3.18,-10.50;2
3.01,-4.16,-8.65,10.76,7.31,5.51,-6.10,-10.31,3.04,-2.53;3
1.83,-8.53,-12.14,10.30,9.44,4.67,-1.92,-6.21,1.79,-1.68;3
2.91,-5.61,-3.97,-4.09,-2.42,6.66,-7.36,-0.67,1.53,-9.08;2
-2.44,10.93,4.55,3.00,-8.02,-9.75,-8.49,6.96,1.04,4.52;0
-3.21,9.09,4.88,2.11,-5.54,-6.18,-8.04,9.06,2.22,8.38;0
1.85,-7.63,-3.62,-3.34,-1.07,3.89,-7.67,0.22,0.56,-9.63;2
0.72,8.54,6.82,-1.61,-6.72,-4.27,-8.35,7.28,2.45,2.09;0
1.30,-5.97,-9.23,7.21,8.80,6.54,-5.42,-7.58,3.33,-0.65;3
-8.89,-4.11,-10.36,5.13,-3.92,3.25,-4.93,-0.35,3.77,-5.30;4
1.09,-7.74,-8.95,7.74,12.95,6.81,-2.31,-7.50,5.33,-0.27;3
-10.09,11.19,4.99,-5.66,-4.47,-4.62,-5.13,-0.39,1.93,-3.30;1
-8.57,8.37,5.95,-6.36,-5.19,-5.85,-1.44,-0.02,-3.02,-7.27;1
-12.20,-1.08,-8.27,7.27,-3.08,3.23,-4.27,2.30,1.42,-5.19;4
-6.31,-0.02,-9.04,8.22,-3.78,2.92,-3.42,0.87,1.46,-8.74;4
