5.32,-9.37,-4.93,-2.86,-0.22,7.61,-6.04,-1.85,3.11,-7.94;2
-11.71,9.73,8.16,-7.02,-8.61,-6.47,-4.05,1.32,0.06,-4.26;1
-9.12,7.49,6.03,-7.25,-5.54,-3.63,-5.87,-2.28,-1.55,-4.15;1
0.79,-8.02,-4.86,-4.90,-2.11,4.00,-6.63,-0.82,-0.59,-6.04;2
2.10,-7.95,-7.86,8.37,7.48,4.83,-1.31,-7.47,3.85,-1.57;3
-6.15,-1.10,-9.55,10.24,-4.08,1.63,-5.29,-0.50,1.53,-5.77;4
-2.05,6.45,2.62,3.09,-6.62,-7.16,-8.81,7.84,1.21,2.99;0
-1.55,6.52,4.54,0.16,-7.86,-6.81,-10.13,6.75,3.53,3.30;0
-0.65,8.33,4.58,2.06,-5.61,-10.25,-9.75,7.64,3.82,3.42;0
-7.30,-1.81,-11.09,10.59,-3.22,3.24,-3.49,0.03,1.79,-7.32;4
-10.48,8.95,7.86,-6.63,-7.49,-6.66,-5.68,3.23,-2.21,-2.93;1
4.30,-7.00,-5.17,-1.68,0.46,6.67,-7.55,-0.44,1.84,-9.13;2
-7.17,-2.27,-10.76,6.97,-5.82,1.19,-3.46,-1.71,1.47,-2.95;4
-12.14,8.01,8.99,-6.16,-6.73,-6.78,-1.06,2.93,1.97,-4.41;1
0.50,-6.52,-7.75,7.25,10.97,5.60,-2.02,-8.85,2.14,-1.88;3
-8.60,1.44,-8.05,8.66,-5.83,3.02,-7.00,0.74,1.46,-6.10;4
-8.32,6.21,6.50,-6.66,-5.72,-5.63,-4.98,-0.57,-1.53,-5.52;1
-8.86,11.01,5.33,-5.23,-6.55,-5.06,-4.09,-0.08,-0.55,-2.86;1
-0.90,12.56,3.46,-0.10,-6.42,-5.80,-9.18,9.50,0.01,5.20;0
-10.31,8.48,7.39,-6.29,-6.57,-5.22,-6.78,2.47,-1.25,-4.79;1
-9.71,9.76,8.08,-4.96,-6.65,-6.63,-3.15,2.40,-1.17,-4.88;1
-10.80,9.51,7.68,-5.97,-4.61,-5.54,-7.18,-0.30,-2.20,-3.46;1
-8.94,-0.50,-9.43,5.69,-3.53,-0.90,0.31,2.65,0.54,-6.29;4
-11.84,8.23,8.68,-4.42,-6.46,-5.97,-4.36,2.53,-1.66,-3.83;1
-4.62,8.89,2.38,3.11,-6.76,-9.07,-9.30,6.20,2.50,6.17;0
-9.62,9.24,8.48,-7.37,-7.51,-4.78,-4.81,1.85,1.19,-4.78;1
2.00,-6.53,-8.10,7.80,10.00,5.62,-5.25,-7.19,5.92,-0.11;3
-1.97,9.86,6.26,3.55,-8.95,-8.29,-8.07,8.09,2.79,9.94;0
-4.84,9.12,3.05,2.68,-8.26,-4.56,-10.01,6.84,3.24,2.32;0
-4.91,9.71,7.68,-0.07,-6.60,-7.87,-8.20,7.35,1.06,4.89;0
-7.88,-1.60,-9.85,6.24,-2.67,2.21,-2.97,2.44,0.18,-5.50;4
-7.79,9.61,3.70,-7.43,-6.64,-5.87,-4.00,2.32,-4.29,-3.96;1
1.66,-6.23,-8.54,9.01,8.19,5.72,-3.90,-10.11,2.99,-0.62;3
-0.34,-6.86,-2.80,-3.01,1.28,4.65,-7.59,0.18,1.72,-7.92;2
3.14,-5.93,-4.90,-2.25,0.57,7.45,-6.09,-0.05,2.13,-10.80;2
-8.28,8.42,4.84,-7.32,-7.09,-6.86,-5.07,-1.45,-2.05,-3.90;1
0.96,6.21,5.67,-0.45,-7.59,-5.25,-8.74,5.71,0.95,5.18;0
-2.62,8.96,5.73,2.05,-5.78,-7.00,-8.72,4.33,3.40,4.68;0
3.75,-1.92,-6.02,-2.00,-1.94,4.90,-7.09,-1.40,1.79,-11.28;2
-10.39,7.05,7.17,-1.99,-9.12,-6.38,-2.95,0.68,-1.53,-6.12;1
-9.71,3.19,-11.08,8.52,-7.44,2.65,-3.13,-0.84,1.81,-6.71;4
-7.12,-0.39,-8.51,6.76,-6.09,3.34,-3.51,-2.34,1.62,-5.14;4
-8.77,-1.97,-9.74,10.54,-3.86,4.31,-2.43,1.03,1.12,-5.31;4
-11.27,8.81,6.92,-3.91,-5.46,-7.61,-0.19,0.89,0.55,-4.40;1
-6.49,0.37,-9.11,7.27,-5.57,3.36,-0.11,0.85,0.02,-7.55;4
-8.86,0.94,-9.62,7.61,-6.04,2.10,-3.29,-1.57,2.43,-7.10;4
1.36,-6.86,-5.86,-2.15,-2.22,7.30,-2.50,-1.01,2.65,-10.16;2
-5.95,1.57,-7.69,7.20,-5.08,3.61,-5.82,2.79,0.92,-5.88;4
2.40,-8.57,-2.72,-1.68,-2.42,6.28,-4.51,2.06,1.75,-9.61;2
-9.90,8.28,6.38,-8.08,-7.10,-6.76,-4.30,0.13,-1.45,-3.46;1
-6.23,2.50,-8.50,7.54,-2.84,3.20,-3.43,0.34,-3.49,-3.90;4
2.53,-5.69,-7.14,8.56,9.59,4.20,-3.70,-7.30,4.46,0.40;3
-1.06,10.87,4.77,2.27,-7.81,-7.35,-7.91,9.13,1.81,3.49;0
2.07,-5.61,-8.60,8.78,11.08,4.20,-3.10,-10.55,2.43,-3.02;3
-11.19,11.98,5.30,-5.42,-5.18,-7.19,-2.64,-1.35,0.82,-4.15;1
2.13,-7.49,-3.27,-2.52,-1.46,6.48,-6.99,-0.63,1.06,-7.04;2
-7.67,0.42,-11.47,9.01,-6.02,3.22,-3.82,-0.39,-0.60,-6.73;4
-8.67,9.63,5.77,-5.42,-5.29,-9.41,-2.18,-0.01,-0.72,-2.38;1
-7.46,5.67,8.56,-5.25,-8.17,-7.94,-1.40,-0.92,-3.09,-2.47;1
2.13,-10.99,-4.39,-1.08,-2.22,5.12,-6.27,-4.06,4.36,-10.42;2
-8.05,10.15,7.02,-5.64,-5.76,-6.03,-5.46,0.56,-2.97,-4.05;1
-3.29,10.59,3.58,-0.14,-9.21,-5.97,-10.76,9.96,-1.10,6.71;0
-10.04,5.49,6.11,-5.85,-7.88,-7.10,-1.62,1.49,-2.75,-6.57;1
1.97,-4.32,-9.03,8.93,9.57,7.22,-2.95,-8.76,2.89,-0.24;3
-9.17,9.84,4.11,-7.22,-2.23,-6.79,-2.82,-0.48,-4.50,-4.43;1
-1.45,10.20,4.77,4.09,-6.26,-8.17,-6.73,8.37,1.36,3.44;0
-8.10,11.46,5.37,-5.04,-5.41,-7.04,-5.07,2.91,-1.02,-3.22;1
4.35,-8.70,-11.00,9.38,11.04,3.81,-3.30,-7.18,0.60,0.00;3
2.65,-7.30,-3.34,-4.68,-1.99,5.53,-3.16,0.11,3.48,-9.01;2
2.16,-5.71,-8.34,9.70,8.66,6.52,-5.30,-6.11,2.73,0.50;3
-5.10,8.00,6.43,0.50,-7.58,-6.19,-7.66,6.95,1.13,6.30;0
1.29,-11.14,-6.38,-4.68,-0.68,5.21,-8.02,-0.14,2.61,-8.28;2
0.71,-9.49,-11.33,7.07,7.98,5.93,-5.43,-7.54,3.34,-1.18;3
3.68,-7.67,-6.75,0.26,-0.97,4.58,-5.38,2.04,1.81,-7.15;2
-7.67,-0.71,-11.15,4.47,-6.38,4.92,-4.37,0.15,1.92,-3.59;4
3.29,-6.41,-3.91,-4.75,-1.60,6.97,-7.58,-3.51,1.51,-9.28;2
2.51,-8.41,-10.11,8.16,8.89,7.74,-5.65,-8.58,5.11,-1.65;3
-2.55,10.24,6.73,2.81,-6.86,-8.85,-10.44,6.87,1.11,3.88;0
1.55,-6.50,-5.75,-1.14,-2.46,4.13,-7.37,1.42,0.92,-11.09;2
-7.53,7.77,8.53,-4.33,-7.71,-8.03,-3.39,-0.77,-1.21,-4.90;1
-10.39,9.94,5.55,-4.62,-5.34,-3.56,-4.18,1.50,-1.21,-2.23;1
-10.87,-0.49,-7.55,6.50,-3.77,1.83,-3.61,1.46,-0.06,-6.05;4
-3.18,10.30,4.96,0.10,-6.62,-6.30,-10.16,7.55,2.11,2.45;0
-10.47,9.89,8.53,-6.43,-7.40,-9.29,-3.76,3.56,-0.95,-4.21;1
-9.34,10.82,7.40,-7.07,-5.25,-7.29,-3.59,0.04,-1.69,-3.03;1
-7.10,-0.98,-9.02,7.97,-4.97,3.52,-5.74,0.46,1.18,-6.11;4
-2.35,9.89,7.60,-0.37,-4.45,-6.72,-10.19,5.33,1.74,5.54;0
0.26,-5.25,-4.57,-3.68,-2.76,4.87,-8.11,3.42,1.81,-9.16;2
5.16,-6.74,-9.15,7.94,9.21,4.06,-4.02,-5.80,2.77,-1.56;3
-11.32,6.87,3.96,-7.79,-7.43,-3.40,-4.70,0.76,-0.76,-3.98;1
-3.23,9.23,7.06,3.32,-7.28,-8.22,-12.07,6.24,1.71,2.68;0
1.90,-6.14,-6.26,-4.95,-0.20,7.21,-8.36,1.91,1.90,-7.43;2
-6.05,0.04,-10.31,6.09,-4.88,5.55,-4.23,1.58,2.20,-6.73;4
-8.43,-1.38,-12.03,6.64,-1.16,4.16,-0.89,1.65,-0.18,-6.88;4
0.16,-7.70,-7.91,8.99,10.73,6.44,-4.44,-4.82,3.54,0.55;3
0.26,10.70,4.24,0.31,-3.02,-6.79,-8.82,7.29,2.32,3.94;0
0.81,-7.72,-5.67,-2.60,-1.72,3.46,-4.12,-0.46,-0.05,-9.32;2
-4.35,9.76,3.94,1.81,-2.91,-9.13,-8.46,8.03,3.65,4.31;0
1.71,-7.32,-4.71,-1.46,0.80,6.13,-6.52,0.22,1.88,-10.27;2
-7.71,1.07,-10.20,7.55,-6.79,3.61,-3.28,2.17,2.12,-6.73;4
2.30,-9.34,-3.47,-4.06,-1.56,6.14,-7.17,0.20,-0.42,-8.12;2
3.87,-6.43,-9.96,10.03,9.61,2.39,-3.27,-7.46,3.71,0.14;3
4.81,-5.22,-7.74,9.51,8.32,5.87,-4.02,-7.22,5.95,0.48;3
1.33,-7.26,-5.93,-4.40,2.29,4.41,-6.49,-0.27,1.22,-8.14;2
-9.10,3.57,-7.91,7.90,-5.98,3.08,-4.28,3.33,-0.90,-6.10;4
-8.42,2.55,-7.09,7.48,-5.58,1.73,-4.71,-1.45,1.58,-8.49;4
2.34,-5.64,-9.45,6.17,8.64,6.78,-2.38,-9.80,5.23,-2.17;3
-8.66,11.86,7.22,-5.29,-8.64,-10.28,-3.33,0.35,-2.13,-3.81;1
4.60,-6.53,-6.40,-4.05,1.11,5.45,-5.89,1.42,2.89,-8.65;2
-9.55,-0.52,-13.10,7.74,-3.86,4.33,-3.65,1.74,4.75,-3.73;4
-2.06,9.71,4.94,2.44,-4.33,-5.27,-8.55,8.74,0.47,4.76;0
2.16,-6.32,-10.30,8.19,9.32,5.88,-2.00,-7.72,4.97,-1.18;3
-8.83,8.75,4.42,-6.07,-4.55,-8.62,-5.50,0.68,-2.84,-5.36;1
-1.37,-5.12,-3.15,-4.92,-3.10,8.21,-7.11,-0.97,-1.55,-9.60;2
-7.68,-1.01,-12.07,7.52,-6.53,3.60,-4.75,2.07,3.34,-5.28;4
4.30,-6.30,-7.71,6.73,11.10,8.12,-6.91,-9.10,4.43,-0.23;3
2.74,-8.70,-4.13,-4.87,-3.53,6.25,-6.58,0.59,1.82,-10.54;2
-9.96,10.34,6.72,-4.82,-5.31,-3.10,-4.39,-0.92,-0.99,-5.38;1
-8.61,-2.52,-10.98,8.30,-5.81,3.54,-4.60,-1.19,-0.83,-3.96;4
-5.63,-0.28,-11.06,7.94,-5.52,5.39,-2.01,0.56,-0.98,-8.14;4
-6.99,0.94,-9.10,10.59,-4.13,4.62,-3.57,1.41,-0.26,-6.99;4
-10.82,11.70,7.40,-7.85,-5.81,-9.48,-2.98,1.82,-2.25,-3.99;1
1.91,-8.62,-2.16,-1.28,-1.79,6.45,-5.20,1.25,-0.69,-7.56;2
-0.93,-5.20,-5.19,-0.93,0.72,3.77,-7.64,4.13,4.47,-9.12;2
-10.37,11.39,7.89,-5.52,-8.27,-6.01,-2.32,-0.07,0.67,-2.24;1
-5.61,0.33,-8.28,9.10,-2.70,0.33,-2.76,1.88,-1.07,-7.63;4
-8.33,8.84,2.29,-6.32,-7.92,-8.78,-5.77,0.66,0.63,-3.71;1
-3.52,8.80,3.45,1.51,-9.72,-6.56,-8.84,6.10,3.01,5.57;0
2.06,-6.71,-6.90,9.00,8.68,7.74,-3.73,-9.17,5.42,-0.91;3
3.28,-10.25,-5.49,-3.17,0.18,9.45,-6.35,-1.83,2.45,-7.09;2
-2.84,8.49,4.61,1.52,-5.68,-9.30,-10.42,5.72,3.45,6.73;0
-9.92,0.50,-8.77,9.93,-4.55,1.24,-5.20,-1.37,0.13,-6.58;4
5.01,-8.06,-5.87,7.53,9.67,4.26,-3.89,-7.47,3.45,-0.13;3
-10.05,10.97,6.15,-7.76,-5.25,-6.64,-3.87,2.91,-1.39,-3.74;1
0.61,-6.25,-11.28,10.55,9.38,5.39,-5.16,-8.40,4.72,-0.38;3
3.89,-5.05,-3.83,-3.94,-4.53,6.73,-7.23,0.55,-0.03,-9.47;2
-7.98,-0.65,-9.43,9.44,-4.32,4.00,-3.02,1.73,1.37,-5.76;4
-0.90,7.47,4.84,0.92,-5.09,-9.16,-9.68,7.89,4.37,4.06;0
1.02,-4.31,-8.50,10.30,12.39,5.13,-4.06,-8.46,0.75,-1.66;3
-6.34,11.18,6.97,-4.21,-4.70,-7.18,-5.14,0.61,-0.07,-3.97;1
2.65,-5.74,-9.02,9.79,8.81,6.17,-4.32,-8.73,2.65,-0.50;3
0.83,-8.75,-7.98,11.05,11.21,7.23,-2.95,-5.50,4.18,-0.23;3
-8.29,7.62,7.53,-4.82,-9.23,-6.19,-4.62,-0.64,0.67,-5.16;1
-7.26,0.07,-8.96,8.29,-6.73,1.27,-7.09,1.63,2.18,-5.04;4
-5.39,8.97,4.73,5.67,-7.17,-6.43,-8.89,5.57,3.74,5.29;0
1.69,-6.10,-4.30,-4.30,-1.48,5.83,-4.64,0.01,0.03,-8.99;2
-11.39,10.73,7.08,-5.97,-5.52,-3.88,-4.25,0.60,-1.07,-0.59;1
-8.70,8.56,6.03,-7.14,-6.41,-7.60,-3.06,-2.18,-1.90,-3.72;1
-3.42,11.59,7.63,0.82,-7.70,-5.59,-9.42,7.26,2.06,1.28;0
4.18,-8.33,-2.18,-2.36,-1.12,9.45,-7.59,-0.25,-0.00,-7.64;2
2.48,-5.14,-9.78,10.17,10.29,6.60,-1.93,-8.85,3.40,-1.05;3
0.64,-7.29,-1.29,-0.93,1.15,5.74,-5.53,1.79,4.19,-12.00;2
-3.51,10.50,4.38,0.84,-6.07,-8.23,-8.80,7.31,3.65,4.87;0
-8.68,9.85,7.61,-4.17,-5.81,-6.11,-5.24,-0.57,0.42,-2.02;1
-11.36,9.07,7.56,-8.09,-6.06,-6.18,-3.85,2.05,-0.86,-1.96;1
1.56,-8.34,-3.82,-5.59,-2.56,8.01,-7.40,2.15,2.38,-11.78;2
-1.12,11.88,2.54,2.82,-7.86,-7.61,-9.73,6.03,2.10,2.92;0
0.44,9.07,3.59,2.29,-7.05,-7.21,-7.92,8.46,1.23,3.30;0
-7.15,-1.00,-7.71,7.87,-6.01,3.59,-0.82,0.90,0.39,-8.59;4
3.14,-6.24,-7.21,9.84,8.87,5.47,-3.44,-7.19,5.78,0.59;3
-6.39,-0.19,-10.62,6.81,-7.04,2.49,-2.11,0.67,0.14,-5.10;4
-7.82,8.46,6.72,-5.68,-7.12,-8.39,-3.43,0.40,-0.61,-4.98;1
-2.70,11.28,2.46,1.96,-8.76,-6.33,-7.51,6.69,-1.88,4.46;0
